player_id,player_name_x,player_display_name,position,position_group,headshot_url,season,week,season_type,game_id,team,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,fantasy_points,fantasy_points_ppr,player,offense_snaps,offense_pct,snap_share,rolling_target_share,rolling_snap_share,rolling_air_yards_share,player_name_y,ecr,next_week_points,points_jump,rolling_points,points_trend,target_share_trend,snap_share_trend,score_points_jump,score_points_trend,score_target_trend,score_snap_trend,score_floor,sleeper_score,is_sleeper
00-0034613,T.Hudson,tanner hudson,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xe86peg3bxumjzfmtait",2025,11,REG,2025_11_CIN_PIT,CIN,PIT,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3,3,22,0,0,0,13,9,0,0.5102966982522048,0,1.6923076923076923,0.0967741935483871,0.0,0.1473144399460189,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,2.2,5.2,tanner hudson,22.0,0.33,0.33,0.0932782456697918,0.2325,0.0,,,1.9,-3.3000000000000003,4.433333333333334,-1.9333333333333336,0.0011653159595318013,0.03250000000000011,0,0,1,1,0,2,0
00-0034613,T.Hudson,tanner hudson,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xe86peg3bxumjzfmtait",2025,12,REG,2025_12_NE_CIN,CIN,NE,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,1,1,9,0,0,0,5,4,0,0.0049248113064095,0,1.8,0.0344827586206896,0.0,0.0545343137254901,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0.9,1.9,tanner hudson,14.0,0.22,0.22,0.0661846496106785,0.225,0.0,,,8.4,6.5,4.433333333333333,-8.881784197001252e-16,-0.027093596059113295,-0.007500000000000007,1,0,0,0,0,1,0
00-0034613,T.Hudson,tanner hudson,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xe86peg3bxumjzfmtait",2025,13,REG,2025_13_CIN_BAL,CIN,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,1,2,14,1,0,0,29,0,1,2.963495617499575,0,0.4827586206896552,0.0571428571428571,0.0,0.1216028708133971,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,7.4,8.4,tanner hudson,6.0,0.07,0.07,0.0632289845860479,0.195,0.0,,,2.1,-6.300000000000001,5.166666666666667,0.7333333333333343,-0.0029556650246305993,-0.03,0,1,0,0,1,2,0
00-0034613,T.Hudson,tanner hudson,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xe86peg3bxumjzfmtait",2025,14,REG,2025_14_CIN_BUF,CIN,BUF,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,1,1,11,0,0,0,5,6,1,0.5295005289954133,0,2.2,0.032258064516129,0.0,0.052304964539007,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.1,2.1,tanner hudson,6.0,0.1,0.1,0.0551644684570157,0.18,0.0,,,4.6,2.4999999999999996,4.133333333333334,-1.0333333333333332,-0.00806451612903221,-0.015000000000000013,0,0,0,0,0,0,0
00-0034613,T.Hudson,tanner hudson,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xe86peg3bxumjzfmtait",2025,15,REG,2025_15_BAL_CIN,CIN,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3,5,16,0,0,0,21,6,1,-10.325314501242246,0,0.7619047619047619,0.1785714285714285,0.0,0.260093896713615,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.6,4.6,tanner hudson,19.0,0.25,0.25,0.0756137772127761,0.16,0.0,,,1.4,-3.1999999999999997,5.033333333333333,0.8999999999999995,0.020449308755760398,-0.01999999999999999,0,1,1,0,0,2,0
00-0034613,T.Hudson,tanner hudson,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xe86peg3bxumjzfmtait",2025,16,REG,2025_16_CIN_MIA,CIN,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,1,1,4,0,0,0,4,0,0,-0.9781011310406028,0,1.0,0.0416666666666666,0.0,0.0634408602150537,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0.4,1.4,tanner hudson,15.0,0.25,0.25,0.0774097542242703,0.1675,0.0,,,5.1,3.6999999999999997,2.6999999999999997,-2.3333333333333335,0.0017959770114941986,0.007500000000000007,0,0,1,1,0,2,0
00-0034753,M.Andrews,mark andrews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025,1,REG,2025_01_BAL_BUF,BAL,BUF,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,1,1,5,0,0,0,4,1,0,0.1806112618651241,0,1.25,0.0526315789473684,0.0,0.0951323395193185,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0.5,1.5,mark andrews,38.0,0.75,0.75,0.0526315789473684,0.75,0.0,mark andrews,150.69,1.4,-0.10000000000000009,,,,,0,0,0,0,0,0,0
00-0034753,M.Andrews,mark andrews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025,2,REG,2025_02_CLE_BAL,BAL,CLE,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,2,0,0,0,1,0.6526914577698335,0,1,3,2,0,0,0,6,3,0,-3.6498092116671614,0,0.3333333333333333,0.1071428571428571,0.0,0.176098901098901,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0.4,1.4,mark andrews,45.0,0.8,0.8,0.0798872180451127,0.775,0.0,mark andrews,150.69,27.1,25.700000000000003,1.45,,0.027255639097744304,0.025000000000000022,1,0,1,1,0,3,0
00-0034753,M.Andrews,mark andrews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025,3,REG,2025_03_DET_BAL,BAL,DET,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,6,6,91,2,0,0,65,26,4,10.055352277995553,0,1.4,0.2142857142857142,0.0,0.4816398390342051,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,21.1,27.1,mark andrews,46.0,0.81,0.81,0.1246867167919799,0.7866666666666667,0.0,mark andrews,150.69,10.0,-17.1,10.0,8.55,0.0447994987468672,0.011666666666666714,0,1,1,1,1,4,1
00-0034753,M.Andrews,mark andrews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025,4,REG,2025_04_BAL_KC,BAL,KC,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,7,8,30,0,0,0,41,5,2,-4.2288939062564825,0,0.7317073170731707,0.2666666666666666,0.0,0.5816455696202532,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,3.0,10.0,mark andrews,30.0,0.55,0.55,0.1601817042606516,0.7275,0.0,mark andrews,150.69,4.2,-5.8,12.833333333333334,2.833333333333334,0.03549498746867169,-0.0591666666666667,0,1,1,0,1,3,0
00-0034753,M.Andrews,mark andrews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025,5,REG,2025_05_HOU_BAL,BAL,HOU,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,2,3,22,0,0,0,31,5,2,-3.155451692524366,0,0.7096774193548387,0.15,0.0,0.3581288343558282,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,2.2,4.2,mark andrews,25.0,0.58,0.58,0.1845238095238095,0.685,0.0,mark andrews,150.69,6.6,2.3999999999999995,13.766666666666667,0.9333333333333336,0.024342105263157915,-0.04249999999999998,0,1,1,0,0,2,0
00-0034753,M.Andrews,mark andrews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025,6,REG,2025_06_LA_BAL,BAL,LA,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,3,2,0,0,0,1,-1.6482759494683703,0,4,6,24,0,0,0,34,0,2,1.1845513923326507,0,0.7058823529411765,0.1875,0.0,0.3904243119266055,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,2.6,6.6,mark andrews,61.0,0.78,0.78,0.2046130952380952,0.68,0.0,mark andrews,150.69,6.4,-0.1999999999999993,6.933333333333334,-6.833333333333334,0.0200892857142857,-0.0050000000000000044,0,0,1,0,0,1,0
00-0034753,M.Andrews,mark andrews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025,8,REG,2025_08_CHI_BAL,BAL,CHI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3,3,34,0,1,0,27,7,1,1.7753670684760436,0,1.2592592592592593,0.1363636363636363,0.0,0.2949760765550239,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,3.4000000000000004,6.4,mark andrews,37.0,0.6,0.6,0.1851325757575757,0.6275,0.0,mark andrews,150.69,16.6,10.200000000000001,5.733333333333333,-1.2000000000000002,-0.019480519480519515,-0.0525000000000001,1,0,0,0,0,1,0
00-0034753,M.Andrews,mark andrews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025,9,REG,2025_09_BAL_MIA,BAL,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,2,4,0,0,0,2,1.2921160735422743,0,2,3,22,2,0,0,37,5,2,6.551680845208466,0,0.5945945945945946,0.1304347826086956,0.0,0.3207729468599033,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,14.6,16.6,mark andrews,28.0,0.5,0.5,0.1510746047430829,0.615,0.0,mark andrews,150.69,10.4,-6.200000000000001,9.866666666666667,4.133333333333334,-0.03405797101449279,-0.012499999999999956,0,1,0,0,1,2,0
00-0034753,M.Andrews,mark andrews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025,10,REG,2025_10_BAL_MIN,BAL,MIN,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3,5,14,1,0,0,33,4,2,0.252662070619408,0,0.4242424242424242,0.1785714285714285,0.0,0.4619747899159664,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,7.4,10.4,mark andrews,44.0,0.63,0.63,0.1582174618859401,0.6275,0.0,mark andrews,150.69,15.7,5.299999999999999,11.133333333333333,1.2666666666666657,0.007142857142857201,0.012499999999999956,1,1,1,1,1,5,1
00-0034753,M.Andrews,mark andrews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025,11,REG,2025_11_BAL_CLE,BAL,CLE,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,35,1,0,0,1,5.459684261993971,0,3,5,32,0,0,0,30,10,3,0.9622525359338688,0,1.0666666666666669,0.2,0.0,0.4055276381909548,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,12.7,15.7,mark andrews,37.0,0.61,0.61,0.1613424618859401,0.585,0.0,mark andrews,150.69,2.1,-13.6,14.233333333333334,3.1000000000000014,0.003124999999999989,-0.04249999999999998,0,1,1,0,1,3,0
00-0034753,M.Andrews,mark andrews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025,12,REG,2025_12_NYJ_BAL,BAL,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,2,2,0,0,0,1,0.1151275455486029,0,1,3,9,0,0,0,23,2,1,-2.430294251185842,0,0.391304347826087,0.15,0.0,0.296875,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.1,2.1,mark andrews,42.0,0.67,0.67,0.164751552795031,0.6025,0.0,mark andrews,150.69,8.7,6.6,9.4,-4.833333333333334,0.003409090909090917,0.01750000000000007,1,0,1,1,0,3,0
00-0034753,M.Andrews,mark andrews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025,13,REG,2025_13_CIN_BAL,BAL,CIN,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,4,6,47,0,0,0,43,17,2,-3.0312798093655147,0,1.0930232558139534,0.2,0.0,0.379002624671916,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,4.7,8.7,mark andrews,41.0,0.68,0.68,0.1821428571428571,0.6475,0.0,mark andrews,150.69,1.9,-6.799999999999999,8.833333333333332,-0.5666666666666682,0.017391304347826098,0.04499999999999993,0,0,1,1,1,3,0
00-0034753,M.Andrews,mark andrews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025,14,REG,2025_14_PIT_BAL,BAL,PIT,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,1,5,9,0,0,0,27,0,0,-4.3421863936271725,0,0.3333333333333333,0.15625,0.0,0.3008135833038557,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0.9,1.9,mark andrews,54.0,0.68,0.68,0.1765625,0.66,0.0,mark andrews,150.69,3.8,1.9,4.233333333333333,-4.599999999999999,-0.005580357142857095,0.012500000000000067,0,0,0,1,0,1,0
00-0034753,M.Andrews,mark andrews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025,15,REG,2025_15_BAL_CIN,BAL,CIN,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,2,3,18,0,0,0,42,0,1,0.7345793720451184,0,0.4285714285714285,0.25,0.0,0.602906976744186,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.8,3.8,mark andrews,17.0,0.41,0.41,0.1890625,0.6100000000000001,0.0,mark andrews,150.69,4.4,0.6000000000000005,4.8,0.5666666666666664,0.012499999999999983,-0.04999999999999993,0,1,1,0,0,2,0
00-0034753,M.Andrews,mark andrews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025,16,REG,2025_16_NE_BAL,BAL,NE,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,1,3,0,0,0,1,0.6493961572414264,0,2,3,21,0,0,0,32,7,1,-0.8955982479965314,0,0.65625,0.15,0.0,0.3559941520467836,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,2.4000000000000004,4.4,mark andrews,24.0,0.44,0.44,0.1890625,0.5525,0.0,mark andrews,150.69,6.800000000000001,2.4000000000000004,3.3666666666666667,-1.4333333333333331,0.0,-0.05750000000000011,0,0,0,0,0,0,0
00-0034753,M.Andrews,mark andrews,TE,TE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wzx3p0hzm3qyqsrfqznb",2025,17,REG,2025_17_BAL_GB,BAL,GB,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,4,4,28,0,0,0,21,7,1,2.592224655818427,0,1.3333333333333333,0.2,0.0,0.48375,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,2.8000000000000003,6.800000000000001,mark andrews,31.0,0.41,0.41,0.1890625,0.485,0.0,mark andrews,150.69,3.4000000000000004,-3.4000000000000004,5.0,1.6333333333333333,0.0,-0.0675,0,1,0,0,0,1,0
00-0034771,M.Rudolph,mason rudolph,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vaeklpqoesk72mlloora",2025,2,REG,2025_02_SEA_PIT,PIT,SEA,2,2,12,0,0,0,0,0,0,-3,15,1,-0.1123071780893951,22.50007688999176,0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0.0,-0.0161290322580645,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0.48,0.48,mason rudolph,3.0,0.05,0.05,0.0,0.05,-0.0161290322580645,,,0.0,-0.48,,,,,0,0,0,0,0,0,0
00-0034771,M.Rudolph,mason rudolph,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vaeklpqoesk72mlloora",2025,6,REG,2025_06_CLE_PIT,PIT,CLE,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0.0,0.0,mason rudolph,3.0,0.05,0.05,0.0,0.05,-0.0080645161290322,,,8.98,8.98,0.24,,0.0,0.0,1,0,0,0,0,1,0
00-0034771,M.Rudolph,mason rudolph,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vaeklpqoesk72mlloora",2025,11,REG,2025_11_CIN_PIT,PIT,CIN,12,16,127,1,0,0,0,0,0,51,123,8,10.721693948170673,12.152201788766044,0,2.4901960784313726,1,-1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.3834586466165413,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,8.98,8.98,mason rudolph,28.0,0.43,0.43,0.0,0.1766666666666666,0.1224432047861589,,,7.539999999999999,-1.4400000000000013,3.1533333333333338,2.913333333333334,0.0,0.1266666666666666,0,1,0,1,1,3,0
00-0034771,M.Rudolph,mason rudolph,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vaeklpqoesk72mlloora",2025,12,REG,2025_12_PIT_CHI,PIT,CHI,24,31,171,1,1,2,-12,1,1,196,116,8,-5.817271571839228,8.868385514905375,0,0.8724489795918368,3,7,0,0,0,2,1.3411726071499288,0,0,0,0,0,0,0,0,0,0,,0,,0.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,7.539999999999999,7.539999999999999,mason rudolph,72.0,1.0,1.0,0.0,0.3825,0.3418324035896192,,,-2.0,-9.54,5.506666666666667,2.353333333333333,0.0,0.2058333333333334,0,1,0,1,0,2,0
00-0034771,M.Rudolph,mason rudolph,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vaeklpqoesk72mlloora",2025,13,REG,2025_13_BUF_PIT,PIT,BUF,0,3,0,0,1,0,0,0,0,28,0,0,-2.2887515111942776,-67.31131374835968,0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0.0,0.2314049586776859,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,-2.0,-2.0,mason rudolph,7.0,0.16,0.16,0.0,0.41,0.4037159013235568,,,0.08,2.08,4.84,-0.666666666666667,0.0,0.02749999999999997,0,0,0,1,0,1,0
00-0034796,L.Jackson,lamar jackson,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cruqs6qpbykh7a2whd7p",2025,1,REG,2025_01_BAL_BUF,BAL,BUF,14,19,209,2,0,2,-15,0,0,173,109,8,8.798420577786704,8.720899255652176,0,1.2080924855491328,6,70,1,0,0,5,9.690438299475366,0,0,0,0,0,0,0,0,0,0,,0,,0.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,29.36,29.36,lamar jackson,51.0,1.0,1.0,0.0,1.0,1.0,lamar jackson,28.88,26.3,-3.0599999999999987,,,,,0,0,0,0,1,1,0
00-0034796,L.Jackson,lamar jackson,QB,QB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cruqs6qpbykh7a2whd7p",2025,2,REG,2025_02_CLE_BAL,BAL,CLE,19,29,225,4,0,3,-28,0,0,273,66,10,9.342703126255495,6.713613335575376,0,0.8241758241758241,2,13,0,0,0,0,0.840790797083173,0,0,0,0,0,0,0,0,0,0,,0,,0.0,1.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,26.3,26.3,lamar jackson,53.0,0.95,0.95,0.0,0.975,1.0,lamar jackson,28.88,27.02,0.7199999999999989,27.83,,0.0,-0.025000000000000022,0,0,0,0,1,1,0
